Gender;Age;Admission_Year;GPA;Total_Score;Math_EGE;Russian_EGE;Profile_EGE;Individual_Achievements;Admission_Category;Study_Form;Faculty;Competition_Per_Seat;Enrolled
М;17;2023;3,01;224;58;73;44;7;Общий конкурс;Очная;Медицина;9,85;0
Ж;18;2025;4,79;234;56;97;82;5;Общий конкурс;Очная;Экономика;7,89;0
М;19;2020;4,86;220;42;58;92;2;Общий конкурс;Очная;Филология;5,13;0
Ж;20;2020;4,17;226;47;45;70;6;Общий конкурс;Очная;Физика;6,67;0
М;18;2023;3,85;289;85;42;47;2;Общий конкурс;Очная;Филология;1,81;0
М;24;2023;3,68;290;96;78;69;8;Целевая квота;Очная;Экономика;6,25;0
М;18;2021;3,77;247;49;65;79;0;Общий конкурс;Очная;Медицина;6,71;0
М;21;2023;4,25;249;60;67;91;9;Общий конкурс;Очная;Медицина;4,22;0
Ж;18;2023;3,01;261;91;64;52;8;Общий конкурс;Очная;Биология;2,99;0
М;20;2023;3,07;267;85;86;87;6;Общий конкурс;Очная;Филология;1,98;0
Ж;18;2025;4,08;223;74;73;88;1;Общий конкурс;Очная;Юриспруденция;6,22;0
М;19;2025;3,25;263;47;95;100;8;Общий конкурс;Очная;Математика;1,07;0
Ж;17;2023;4,64;298;54;64;63;7;Общий конкурс;Заочная;Математика;7,11;0
Ж;22;2021;3,64;294;90;53;57;5;Целевая квота;Заочная;Экономика;8,96;0
М;17;2021;4,97;290;44;71;66;1;Общий конкурс;Заочная;Экономика;2,31;1
М;19;2020;4,11;277;94;73;70;5;Общий конкурс;Очная;Юриспруденция;9,52;0
М;18;2022;3,2;252;81;95;50;0;Общий конкурс;Очная;Биология;2,81;0
Ж;25;2022;3,08;208;51;43;96;2;Общий конкурс;Очная;Медицина;7,25;0
Ж;20;2020;4,54;216;87;57;86;2;Общий конкурс;Очная;Юриспруденция;1,06;0
М;24;2020;4,14;235;52;50;75;8;Общий конкурс;Очная;Медицина;8,44;0
М;23;2025;4,47;252;51;69;63;4;Особая квота;Очная;Физика;3,55;1
Ж;17;2021;3,15;213;82;80;46;7;Целевая квота;Очная;Информатика;1,19;0
Ж;17;2021;3,37;297;49;82;73;5;Общий конкурс;Очная;Физика;8,06;0
М;19;2023;3,65;235;46;81;64;4;Целевая квота;Заочная;Экономика;3,19;0
Ж;17;2022;3,72;226;56;61;59;4;Общий конкурс;Очная;Юриспруденция;2,98;0
М;17;2021;3,02;264;83;83;92;3;Общий конкурс;Очная;Юриспруденция;2,48;0
М;21;2025;4,57;246;92;62;61;6;Общий конкурс;Очная;Юриспруденция;9,65;0
М;19;2025;3,42;245;75;67;67;6;Общий конкурс;Очная;Экономика;3,31;0
М;17;2025;3,99;262;85;65;47;7;Общий конкурс;Очная;Юриспруденция;3,27;0
Ж;20;2025;3,77;215;84;76;82;1;Общий конкурс;Заочная;Биология;1,98;0
Ж;17;2020;4,6;205;99;60;44;9;Общий конкурс;Очная;Филология;6,72;0
Ж;17;2021;4,12;294;68;51;47;10;Общий конкурс;Очная;Физика;5,14;0
М;18;2021;3,05;283;71;98;98;2;Общий конкурс;Очная;Экономика;3,4;0
Ж;18;2023;4,59;221;62;86;75;10;Особая квота;Очная;Экономика;8,72;0
М;17;2023;4,18;289;95;58;50;10;Общий конкурс;Очная;Медицина;5,52;0
М;19;2021;3,07;248;58;69;57;1;Общий конкурс;Очная;Филология;2,85;0
Ж;27;2025;4,43;203;71;76;86;5;Общий конкурс;Заочная;Физика;7,79;0
Ж;19;2025;3,19;288;100;91;93;6;Целевая квота;Очная;Медицина;1,98;0
М;17;2024;3,16;203;87;75;44;9;Особая квота;Очная;Физика;8,87;0
М;19;2022;4,41;224;50;97;43;10;Общий конкурс;Очная;Физика;4,65;0
М;17;2022;4,88;269;45;49;53;6;Общий конкурс;Заочная;Юриспруденция;3,19;1
М;19;2024;4,6;268;61;89;66;5;Общий конкурс;Очная;Филология;5,58;0
М;20;2021;4,31;273;61;44;41;7;Целевая квота;Очная;Филология;3,03;1
М;20;2020;4,97;206;67;79;72;6;Общий конкурс;Заочная;Биология;5,35;0
М;18;2021;4,92;284;95;59;90;0;Особая квота;Очная;Экономика;1,69;1
Ж;17;2024;3,72;243;78;75;51;9;Особая квота;Очная;Биология;5,69;0
М;18;2020;3,73;300;54;94;77;5;Особая квота;Очная;Физика;1,03;0
Ж;24;2023;3,08;282;55;74;92;0;Общий конкурс;Очная;Биология;6,4;0
Ж;18;2023;3,34;215;64;43;93;7;Общий конкурс;Очная;Биология;3,33;0
Ж;18;2025;4,23;291;99;100;61;0;Общий конкурс;Очная;Информатика;6,22;0
Ж;17;2023;3,44;211;95;78;41;10;Общий конкурс;Очная;Медицина;3,63;0
Ж;21;2025;3,16;201;59;50;73;3;Общий конкурс;Очная;Математика;7,63;0
М;18;2022;4,42;292;83;69;51;0;Общий конкурс;Очная;Медицина;3,03;1
М;19;2025;3,37;227;80;81;85;6;Общий конкурс;Очная;Биология;8,72;0
Ж;18;2025;3,94;201;77;98;81;3;Общий конкурс;Очная;Юриспруденция;6,27;0
Ж;19;2024;3,78;268;70;53;84;4;Общий конкурс;Очная;Экономика;6,79;0
Ж;17;2020;4,95;202;57;84;91;5;Общий конкурс;Очная;Биология;8,34;0
М;18;2025;4,65;233;99;89;76;5;Общий конкурс;Очная;Физика;6,43;0
Ж;18;2025;3,62;279;99;90;44;0;Общий конкурс;Очная;Биология;5,3;0
М;20;2022;4,3;248;63;61;59;7;Общий конкурс;Очная;Экономика;6,97;0
М;19;2025;4,67;244;77;51;40;9;Особая квота;Очная;Информатика;8,19;0
М;17;2020;3,54;261;75;68;71;0;Общий конкурс;Очная;Экономика;1,75;0
М;17;2024;4,69;288;92;59;65;6;Общий конкурс;Очная;Филология;8,25;0
Ж;19;2022;3,09;300;59;59;98;3;Общий конкурс;Очная;Биология;5,07;0
М;19;2024;4,36;202;69;65;75;0;Общий конкурс;Очная;Юриспруденция;1,92;0
М;18;2025;3,34;257;85;68;100;8;Целевая квота;Очная;Экономика;7,89;0
Ж;23;2022;3,4;221;73;78;58;10;Общий конкурс;Очная;Экономика;7,15;0
М;18;2024;4,65;244;86;54;98;0;Общий конкурс;Очная;Информатика;5,59;0
М;20;2022;3,78;290;70;60;77;6;Общий конкурс;Очная;Филология;8,97;0
Ж;23;2022;4,59;269;76;92;69;0;Общий конкурс;Очная;Медицина;8,82;0
Ж;20;2022;3,06;236;75;55;47;0;Общий конкурс;Заочная;Математика;2,15;0
Ж;17;2022;4,24;221;52;51;73;2;Целевая квота;Очная;Информатика;8,16;0
Ж;19;2021;4,56;260;71;99;86;9;Общий конкурс;Очная;Биология;6,76;0
Ж;18;2024;4,08;215;100;92;42;3;Общий конкурс;Очная;Биология;4,77;0
Ж;18;2023;4,36;278;97;75;94;3;Общий конкурс;Очная;Юриспруденция;4,22;1
М;17;2021;4,22;236;90;79;48;8;Общий конкурс;Очная;Филология;9,04;0
М;23;2021;3,31;282;63;45;72;3;Общий конкурс;Очная;Информатика;9,98;0
М;17;2023;3,94;268;76;80;59;6;Общий конкурс;Очная;Юриспруденция;6,22;0
Ж;19;2022;4,05;296;41;94;62;6;Общий конкурс;Очная;Медицина;4,89;1
Ж;17;2022;4,84;216;64;68;55;0;Общий конкурс;Заочная;Информатика;4,67;0
Ж;24;2025;4,96;274;100;56;68;3;Общий конкурс;Очная;Экономика;8,86;0
Ж;18;2020;3,72;264;65;72;77;1;Общий конкурс;Очная;Медицина;3,24;0
М;18;2021;3,2;276;90;69;80;7;Общий конкурс;Очная;Юриспруденция;3,81;0
М;18;2023;3,45;230;79;47;86;2;Общий конкурс;Очная;Математика;8,31;0
М;22;2021;4,53;244;54;98;49;4;Общий конкурс;Очная;Физика;6,75;0
М;17;2023;4,26;231;66;92;93;6;Общий конкурс;Заочная;Математика;6,54;0
Ж;23;2024;3,23;237;74;95;92;0;Общий конкурс;Очная;Математика;7,16;0
Ж;18;2025;4,14;204;49;93;76;4;Общий конкурс;Очная;Математика;2,9;0
Ж;19;2024;4,39;259;83;87;41;7;Общий конкурс;Заочная;Физика;2,49;1
М;17;2023;3,21;247;77;58;46;10;Общий конкурс;Очная;Биология;2,57;0
М;17;2023;3,43;292;70;99;59;7;Общий конкурс;Заочная;Медицина;6,03;0
Ж;17;2023;4,26;284;60;91;88;0;Общий конкурс;Очная;Экономика;3,7;1
М;19;2020;4,95;249;42;93;48;6;Общий конкурс;Заочная;Экономика;7,19;0
М;23;2024;4,11;222;94;68;80;8;Общий конкурс;Очная;Математика;1,37;0
М;24;2025;3,52;252;56;88;100;7;Общий конкурс;Очная;Биология;3,43;0
М;20;2025;3,57;266;84;96;50;8;Общий конкурс;Очная;Информатика;6,74;0
М;18;2024;3,3;283;81;61;59;8;Общий конкурс;Очная;Информатика;7,88;0
М;19;2020;3,01;211;56;57;96;6;Общий конкурс;Очная;Экономика;5,22;0
Ж;19;2024;3,66;204;70;69;82;7;Общий конкурс;Очная;Физика;5,23;0
М;18;2020;3,18;294;51;89;54;9;Общий конкурс;Очная;Математика;6,58;0
Ж;22;2023;3,4;262;48;73;77;5;Общий конкурс;Очная;Филология;8,37;0
М;17;2025;3,64;224;56;98;93;8;Общий конкурс;Очная;Физика;6,31;0
М;18;2020;4,08;262;97;81;78;8;Общий конкурс;Очная;Физика;1,96;1
Ж;20;2022;3,48;205;72;51;40;6;Общий конкурс;Очная;Биология;9,2;0
Ж;19;2022;4,88;225;46;43;91;7;Общий конкурс;Очная;Экономика;5;0
Ж;21;2022;3,98;290;54;56;76;1;Общий конкурс;Очная;Информатика;9,32;0
Ж;20;2021;3,04;226;46;79;77;3;Общий конкурс;Очная;Биология;7,14;0
Ж;20;2022;4,76;236;82;77;82;10;Общий конкурс;Очная;Физика;7,45;0
Ж;19;2024;3,97;236;81;92;77;5;Общий конкурс;Очная;Информатика;3,95;0
М;19;2025;3,1;232;47;83;73;6;Общий конкурс;Очная;Медицина;1,11;0
М;18;2025;3,36;292;100;87;85;5;Особая квота;Заочная;Биология;3,92;0
М;19;2020;4,71;223;94;94;40;3;Общий конкурс;Заочная;Медицина;1,89;0
Ж;22;2021;3,25;242;56;50;87;1;Общий конкурс;Очная;Биология;9,87;0
М;19;2022;4;244;75;100;79;4;Целевая квота;Очная;Физика;2,06;0
Ж;23;2022;3,94;234;49;82;53;9;Общий конкурс;Очная;Информатика;2,75;0
Ж;17;2021;3,17;296;70;94;95;7;Целевая квота;Заочная;Информатика;1,23;0
Ж;21;2024;4,78;265;60;83;41;2;Общий конкурс;Очная;Информатика;7,46;0
Ж;21;2025;4,63;221;93;77;93;2;Общий конкурс;Очная;Биология;6,54;0
М;22;2025;4,1;284;58;84;41;1;Особая квота;Очная;Юриспруденция;3,48;1
Ж;17;2024;3,32;282;86;75;78;9;Общий конкурс;Очная;Информатика;5,62;0
Ж;17;2021;4,87;289;51;45;72;2;Общий конкурс;Очная;Медицина;8,76;0
М;17;2021;4,5;248;70;76;94;2;Общий конкурс;Заочная;Филология;6,59;0
М;18;2025;3,87;278;54;67;87;7;Общий конкурс;Заочная;Юриспруденция;5,84;0
М;25;2022;4,52;277;96;74;94;8;Общий конкурс;Очная;Физика;9,6;0
Ж;20;2020;4,35;273;96;80;95;1;Общий конкурс;Очная;Биология;1,29;1
М;23;2022;3,97;252;64;42;88;3;Целевая квота;Очная;Экономика;3,86;0
М;25;2022;4,83;276;52;79;81;8;Общий конкурс;Очная;Биология;3,95;1
М;19;2022;4,52;246;87;92;94;4;Общий конкурс;Очная;Филология;6,33;0
Ж;19;2022;3,16;228;97;88;86;7;Общий конкурс;Очная;Математика;9,66;0
М;20;2022;4,63;276;78;89;100;10;Общий конкурс;Очная;Биология;5,74;0
Ж;21;2021;3,03;244;50;83;40;1;Общий конкурс;Очная;Биология;9,25;0
М;18;2022;4,8;250;99;41;50;3;Общий конкурс;Очная;Юриспруденция;2,91;0
М;18;2025;4,67;220;98;89;91;7;Особая квота;Очная;Биология;5,67;0
Ж;17;2021;3,12;210;56;69;49;1;Общий конкурс;Очная;Математика;8,24;0
М;24;2024;4,06;228;99;92;54;6;Особая квота;Очная;Медицина;8,63;0
Ж;21;2025;4,07;234;48;89;74;10;Общий конкурс;Очная;Филология;8;0
М;25;2021;4,05;225;42;78;76;9;Общий конкурс;Очная;Биология;6,27;0
М;20;2023;3,77;259;86;97;84;1;Общий конкурс;Очная;Филология;6,63;0
М;19;2025;4,4;219;96;48;56;10;Общий конкурс;Очная;Юриспруденция;5,81;0
М;24;2022;4,57;221;47;56;56;9;Общий конкурс;Очная;Медицина;6,61;0
Ж;18;2024;3,85;262;87;46;92;2;Общий конкурс;Очная;Информатика;7,07;0
Ж;18;2025;3,42;230;95;80;93;6;Общий конкурс;Очная;Биология;2,68;0
Ж;25;2021;3,27;240;70;82;75;4;Общий конкурс;Очная;Экономика;2,69;0
М;25;2021;3,88;252;76;85;71;3;Общий конкурс;Очная;Медицина;7,9;0
М;25;2025;4,46;229;88;84;65;5;Общий конкурс;Очная;Филология;6,39;0
Ж;20;2024;3,18;234;41;85;58;4;Общий конкурс;Очная;Математика;5,68;0
Ж;18;2023;4,07;230;92;97;88;6;Общий конкурс;Очная;Филология;6,85;0
Ж;24;2025;4,45;245;91;93;41;1;Общий конкурс;Очная;Филология;9,12;0
М;17;2023;3,83;225;52;54;88;9;Общий конкурс;Очная;Физика;6,37;0
Ж;17;2021;3,15;200;55;57;80;9;Общий конкурс;Очная;Физика;8,37;0
М;22;2022;3,97;266;44;48;82;0;Общий конкурс;Очная;Филология;2,96;0
М;18;2022;3,79;231;51;98;74;1;Общий конкурс;Очная;Экономика;7,81;0
Ж;17;2022;3,47;226;57;87;40;8;Общий конкурс;Очная;Математика;9,08;0
Ж;18;2021;3,27;281;52;68;53;9;Общий конкурс;Заочная;Физика;6,61;0
М;18;2021;3,51;256;66;64;60;0;Общий конкурс;Очная;Медицина;5,29;0
Ж;18;2025;4,98;211;68;41;89;7;Целевая квота;Очная;Математика;5,68;0
М;24;2021;3,15;285;60;90;47;4;Общий конкурс;Очная;Информатика;7,97;0
Ж;22;2022;4,3;283;86;42;70;4;Общий конкурс;Очная;Физика;6,28;0
М;21;2020;4,79;200;62;45;45;0;Общий конкурс;Очная;Математика;5,76;0
М;18;2022;3,26;203;76;89;71;5;Особая квота;Очная;Медицина;9,58;0
Ж;20;2023;3,3;292;69;73;63;0;Общий конкурс;Очная;Информатика;4,14;0
Ж;23;2020;4,49;273;66;81;50;2;Общий конкурс;Очная;Филология;8,47;0
М;18;2025;3,99;272;94;48;47;9;Общий конкурс;Очная;Физика;6,72;0
М;18;2020;3,33;295;61;100;49;5;Общий конкурс;Очная;Медицина;3,37;0
Ж;18;2022;3,71;293;58;54;68;4;Общий конкурс;Очная;Экономика;8,25;0
Ж;19;2021;3,1;206;44;70;70;8;Общий конкурс;Заочная;Юриспруденция;3,38;0
М;21;2025;3,33;263;66;74;70;2;Общий конкурс;Очная;Математика;3,61;0
Ж;20;2021;3,93;266;88;63;81;9;Общий конкурс;Очная;Информатика;7,84;0
М;18;2025;4,55;252;42;79;99;9;Общий конкурс;Очная;Физика;4,57;1
Ж;18;2020;3,99;295;66;82;71;2;Общий конкурс;Заочная;Филология;2,28;0
Ж;18;2025;3,03;263;93;56;67;2;Общий конкурс;Очная;Медицина;1,1;0
Ж;18;2023;3,06;290;95;50;69;5;Общий конкурс;Очная;Математика;6,06;0
Ж;20;2025;4,65;217;84;95;96;3;Общий конкурс;Очная;Биология;5,96;0
М;20;2021;4,55;224;94;87;89;3;Общий конкурс;Очная;Юриспруденция;7,58;0
Ж;17;2022;4,24;270;72;65;66;2;Общий конкурс;Заочная;Физика;4,14;1
М;17;2023;3,83;280;79;49;55;5;Общий конкурс;Очная;Филология;6,71;0
Ж;19;2024;4,31;265;55;97;70;5;Общий конкурс;Очная;Медицина;2,29;1
Ж;18;2025;4,95;256;47;92;40;8;Особая квота;Очная;Математика;3,99;1
Ж;19;2020;3,24;272;98;72;48;2;Целевая квота;Очная;Экономика;7,66;0
Ж;19;2023;3,51;271;88;94;96;7;Общий конкурс;Очная;Экономика;8,58;0
М;18;2024;4,7;249;48;93;63;2;Особая квота;Очная;Филология;4,42;0
М;17;2021;3,72;253;43;40;73;4;Общий конкурс;Очная;Информатика;3,42;0
Ж;22;2023;4,5;285;95;46;49;2;Общий конкурс;Очная;Юриспруденция;3,24;1
Ж;19;2021;4,35;247;40;59;88;2;Общий конкурс;Очная;Экономика;3,12;0
М;18;2022;3,04;267;94;95;50;1;Общий конкурс;Очная;Медицина;2,01;0
М;19;2024;3,28;268;76;49;61;4;Особая квота;Очная;Медицина;7,88;0
М;18;2020;3,02;285;78;65;83;4;Целевая квота;Очная;Экономика;3,74;0
М;23;2022;3,63;292;79;65;79;0;Общий конкурс;Очная;Медицина;8,55;0
М;20;2022;3,99;232;40;91;83;5;Общий конкурс;Очная;Биология;6,78;0
Ж;19;2022;3,5;235;80;93;63;1;Общий конкурс;Очная;Информатика;2,81;0
Ж;18;2025;3,3;215;94;70;42;4;Особая квота;Очная;Биология;5,86;0
Ж;20;2025;3,13;246;88;64;67;9;Общий конкурс;Очная;Медицина;2,8;0
Ж;18;2020;4,28;226;60;69;43;4;Общий конкурс;Очная;Информатика;3,37;0
М;20;2020;4,17;201;60;50;46;4;Общий конкурс;Очная;Биология;3,08;0
М;20;2020;3,15;212;82;80;77;4;Общий конкурс;Очная;Юриспруденция;9,38;0
М;18;2024;4,24;262;76;77;82;7;Общий конкурс;Очная;Информатика;9,8;0
М;19;2024;3,55;243;69;90;42;6;Общий конкурс;Очная;Информатика;5,14;0
М;23;2021;4,54;249;94;62;48;1;Общий конкурс;Очная;Биология;4,46;0
Ж;21;2024;3,67;232;98;86;99;8;Общий конкурс;Очная;Юриспруденция;1,14;0
Ж;19;2023;4,09;236;52;76;90;0;Общий конкурс;Очная;Медицина;3,56;0
Ж;22;2025;3,43;222;90;98;73;1;Общий конкурс;Очная;Информатика;2,34;0
М;20;2021;3,12;221;54;98;96;1;Общий конкурс;Заочная;Экономика;6,69;0
Ж;17;2020;4,96;290;63;99;42;0;Общий конкурс;Заочная;Медицина;1,85;1
М;23;2022;3,85;249;70;87;82;3;Общий конкурс;Очная;Экономика;2,44;0
Ж;19;2021;4,73;209;63;52;63;1;Общий конкурс;Очная;Математика;3,76;0
Ж;24;2022;3,64;289;74;92;62;1;Общий конкурс;Очная;Биология;9,79;0
М;22;2024;4,2;215;51;97;45;4;Общий конкурс;Очная;Экономика;5,77;0
Ж;25;2023;4,57;273;78;53;84;3;Общий конкурс;Очная;Физика;7,49;0
Ж;19;2020;4,18;261;78;43;77;0;Общий конкурс;Заочная;Филология;2,1;1
Ж;20;2020;3,44;292;54;90;84;4;Общий конкурс;Очная;Филология;1;0
М;25;2024;4,74;240;41;100;50;4;Общий конкурс;Очная;Юриспруденция;6,57;0
Ж;17;2023;4,77;220;59;57;94;3;Особая квота;Очная;Филология;2,28;0
М;19;2020;4,44;236;56;48;85;2;Общий конкурс;Очная;Юриспруденция;3,66;0
Ж;17;2024;4,83;201;70;62;68;3;Общий конкурс;Очная;Филология;6,85;0
Ж;18;2023;4,56;210;57;43;76;6;Общий конкурс;Очная;Информатика;4,79;0
Ж;17;2022;3,58;279;95;66;45;6;Особая квота;Очная;Юриспруденция;3,65;0
Ж;18;2020;4,77;230;57;64;93;3;Общий конкурс;Очная;Биология;8,11;0
М;19;2021;4,47;227;72;82;79;6;Общий конкурс;Очная;Филология;9,44;0
Ж;21;2020;4,29;237;62;94;65;2;Общий конкурс;Очная;Юриспруденция;7,32;0
Ж;17;2025;3,99;269;84;65;44;10;Общий конкурс;Очная;Медицина;4,05;0
Ж;19;2025;3,82;266;100;65;44;5;Общий конкурс;Очная;Экономика;5,79;0
М;17;2022;3,58;232;90;79;51;10;Общий конкурс;Очная;Экономика;7,56;0
М;18;2025;3,33;253;44;90;90;10;Общий конкурс;Очная;Экономика;6,28;0
Ж;20;2022;3,15;259;75;69;75;9;Общий конкурс;Очная;Медицина;4,71;0
Ж;19;2021;3,28;286;74;69;66;1;Общий конкурс;Заочная;Экономика;3,92;0
Ж;19;2023;4,6;207;44;87;64;8;Общий конкурс;Очная;Математика;6,2;0
Ж;25;2025;4,12;227;62;74;64;6;Общий конкурс;Очная;Математика;3,39;0
Ж;20;2020;3,29;231;63;43;92;8;Общий конкурс;Очная;Математика;5,13;0
М;19;2020;4,36;251;81;42;84;2;Целевая квота;Очная;Юриспруденция;2,14;1
М;17;2025;3,5;269;54;42;95;0;Особая квота;Очная;Информатика;6,38;0
М;18;2023;3,43;250;69;48;73;8;Общий конкурс;Очная;Юриспруденция;1,67;0
Ж;20;2020;4,93;238;58;52;43;4;Общий конкурс;Очная;Юриспруденция;8,46;0
Ж;20;2025;3,66;201;71;89;41;9;Общий конкурс;Очная;Медицина;2,02;0
М;18;2023;3,38;276;77;67;69;7;Общий конкурс;Очная;Медицина;1,29;0
Ж;19;2025;4,75;245;44;43;95;0;Общий конкурс;Очная;Математика;3,65;0
М;23;2024;4,42;226;59;47;99;6;Общий конкурс;Очная;Юриспруденция;4,35;0
М;19;2023;4,62;207;87;95;46;2;Общий конкурс;Очная;Математика;7,43;0
М;17;2021;4,94;200;91;45;47;7;Общий конкурс;Очная;Экономика;4,98;0
Ж;17;2020;4,85;257;77;73;44;2;Общий конкурс;Заочная;Математика;3,82;1
Ж;21;2024;3,6;257;67;44;77;10;Общий конкурс;Заочная;Филология;5,39;0
Ж;17;2020;4,2;290;86;91;99;0;Общий конкурс;Очная;Филология;7,55;0
Ж;17;2021;4,2;264;63;94;40;9;Общий конкурс;Очная;Физика;5,28;0
Ж;19;2022;4,16;287;75;40;71;10;Общий конкурс;Очная;Экономика;2,97;1
Ж;17;2025;4,8;266;69;82;58;8;Целевая квота;Очная;Филология;1,74;1
М;18;2023;3,78;286;45;84;66;6;Особая квота;Очная;Филология;4,1;0
М;20;2022;4,74;289;85;80;56;1;Общий конкурс;Очная;Математика;1,82;1
Ж;25;2022;4,34;236;80;59;65;7;Общий конкурс;Очная;Юриспруденция;4,47;0
Ж;19;2024;3,64;249;89;94;71;2;Особая квота;Очная;Информатика;9,58;0
Ж;17;2025;4,05;200;88;57;71;8;Общий конкурс;Очная;Физика;6,14;0
Ж;17;2023;3,31;299;60;80;57;9;Общий конкурс;Очная;Юриспруденция;6,44;0
М;17;2021;4,03;239;89;88;74;1;Общий конкурс;Очная;Экономика;3,84;0
Ж;17;2022;3,92;203;50;87;61;10;Общий конкурс;Очная;Юриспруденция;7,49;0
М;20;2022;4,66;253;96;70;90;1;Целевая квота;Очная;Биология;4,42;1
Ж;18;2020;4,61;214;58;50;99;4;Общий конкурс;Очная;Юриспруденция;6,99;0
М;17;2020;3,64;227;76;93;90;6;Целевая квота;Очная;Информатика;8,8;0
М;20;2024;4,36;206;44;52;56;4;Общий конкурс;Очная;Информатика;3,7;0
М;20;2023;4,77;219;83;50;87;0;Общий конкурс;Очная;Информатика;2,76;0
М;19;2021;4,31;271;65;41;50;8;Общий конкурс;Очная;Медицина;2,56;1
Ж;19;2020;3,72;278;50;82;85;9;Общий конкурс;Очная;Юриспруденция;4,3;0
М;21;2025;4,91;277;54;91;98;4;Общий конкурс;Очная;Математика;5,59;0
М;21;2023;4,04;235;89;42;40;0;Общий конкурс;Очная;Экономика;1,41;0
Ж;18;2021;4,95;280;64;45;94;5;Общий конкурс;Заочная;Информатика;9,08;0
М;24;2020;4,38;212;55;91;63;3;Особая квота;Очная;Математика;9,72;0
Ж;25;2025;4,96;202;61;60;68;0;Общий конкурс;Заочная;Юриспруденция;2,39;0
М;19;2023;3,81;255;59;43;91;1;Общий конкурс;Заочная;Математика;6,39;0
М;23;2023;4,58;246;74;56;66;7;Общий конкурс;Очная;Информатика;3,51;0
Ж;19;2025;4,62;295;61;89;55;4;Общий конкурс;Очная;Информатика;6,26;0
М;25;2021;3,69;255;55;91;86;8;Общий конкурс;Заочная;Медицина;2,88;0
М;19;2020;3,46;281;64;55;59;4;Общий конкурс;Очная;Математика;8,59;0
М;21;2023;4;238;76;99;98;4;Общий конкурс;Очная;Экономика;7,09;0
Ж;18;2024;4,22;291;49;71;60;3;Общий конкурс;Заочная;Физика;1,55;1
Ж;20;2021;4,89;241;97;60;89;7;Общий конкурс;Очная;Математика;1,78;0
М;19;2022;3,4;228;46;91;62;6;Особая квота;Очная;Медицина;9,16;0
М;18;2024;4,75;225;86;60;44;5;Общий конкурс;Очная;Информатика;7,8;0
Ж;17;2023;4,44;261;72;65;86;2;Общий конкурс;Очная;Математика;1,26;1
М;17;2020;3,28;247;64;94;57;3;Особая квота;Очная;Юриспруденция;7,99;0
М;20;2021;4,77;293;54;80;51;9;Общий конкурс;Очная;Экономика;2,71;1
М;22;2022;3,87;253;74;82;42;4;Общий конкурс;Очная;Филология;8,82;0
Ж;18;2021;4,16;234;86;59;93;0;Общий конкурс;Очная;Экономика;6,73;0
Ж;19;2025;3,72;241;57;65;79;1;Особая квота;Очная;Экономика;8,66;0
Ж;20;2020;4,42;215;54;54;94;9;Целевая квота;Очная;Математика;3,47;0
Ж;19;2021;4,11;203;83;83;85;5;Общий конкурс;Очная;Физика;4,96;0
М;18;2022;3,73;289;62;76;84;1;Целевая квота;Очная;Математика;3,88;0
Ж;18;2020;4,9;274;78;73;85;7;Общий конкурс;Очная;Юриспруденция;6,01;0
М;21;2020;3,94;294;72;41;90;5;Общий конкурс;Очная;Экономика;4,67;0
Ж;23;2025;4,94;297;74;97;52;10;Общий конкурс;Очная;Математика;9,66;0
Ж;24;2022;4,78;285;79;54;90;6;Общий конкурс;Очная;Филология;8,05;0
М;20;2022;4,98;217;99;77;49;1;Общий конкурс;Очная;Математика;6,66;0
М;18;2024;3,41;294;99;93;98;7;Общий конкурс;Очная;Информатика;6,31;0
Ж;19;2024;4,71;285;58;53;70;5;Общий конкурс;Очная;Физика;3,09;1
Ж;19;2024;3,57;274;56;83;68;7;Целевая квота;Очная;Экономика;5,67;0
Ж;17;2021;3,88;229;70;76;47;1;Особая квота;Заочная;Экономика;9,66;0
М;18;2022;4,56;245;88;85;49;3;Общий конкурс;Очная;Физика;3,25;0
М;18;2024;4,22;237;91;62;64;6;Общий конкурс;Очная;Математика;4,03;0
М;19;2022;4,15;286;72;87;60;9;Общий конкурс;Заочная;Экономика;2,34;1
М;22;2024;4,98;236;84;49;49;7;Общий конкурс;Очная;Биология;5,95;0
М;25;2022;3,51;260;100;80;73;8;Общий конкурс;Заочная;Информатика;1,99;0
Ж;18;2020;4,87;234;46;87;41;8;Общий конкурс;Очная;Информатика;4,08;0
Ж;18;2022;3,22;295;69;96;60;5;Общий конкурс;Очная;Биология;8,08;0
Ж;17;2021;3,03;263;67;100;74;1;Общий конкурс;Заочная;Юриспруденция;5,4;0
М;23;2025;4,29;244;99;43;100;10;Общий конкурс;Очная;Экономика;2,72;0
Ж;17;2023;4,54;243;75;45;100;3;Общий конкурс;Заочная;Юриспруденция;4,98;0
Ж;26;2022;4,52;272;84;56;89;9;Общий конкурс;Очная;Математика;4,21;1
М;19;2025;4,75;253;64;64;90;7;Общий конкурс;Очная;Филология;1,52;1
М;19;2020;4,15;298;65;66;75;4;Особая квота;Очная;Юриспруденция;7,29;0
М;28;2021;3,96;214;73;49;49;10;Общий конкурс;Очная;Филология;1,53;0
М;19;2023;4;236;86;80;41;4;Общий конкурс;Очная;Информатика;7,25;0
Ж;19;2020;4,58;292;63;75;94;4;Общий конкурс;Очная;Биология;6,56;0
Ж;19;2023;4,53;247;99;43;77;8;Общий конкурс;Очная;Медицина;7,91;0
М;18;2025;4,76;259;53;40;69;3;Общий конкурс;Очная;Информатика;3,19;1
